alienacao_fiduciaria;avaliacao;bairro;categorias;cidade;construida;data;descricao;endereco;forma_pagamento;lance_inicial;lance_minimo;leilao;local_leilao;local_lote;lote;privativa;terreno;tipo;titulo;url;vistoria
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;JD. MARIVAN;Categorias:Imóveis;ARARAQUARA / SP;181 m²;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Araraquara/SP. Bairro Jd. Marivan.  Rua Dr. Clemente Ferreira, 924 (lt. 159 da qd. K). Casa. Áreas totais: terr.  300,00m² e constr. 181,26m². Matr. 6.892 do 1º RI local. Obs.: Ocupada(AF).      	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 1.088.012,50  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 728.651,31 (caso  não seja arrematado no 1º leilão).";RUA DR. CLEMENTE FERREIRA, 924 (LT. 159 DA QD. K).;À vista;R$ 1.088.012,50;R$  1.088.013;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA DR. CLEMENTE FERREIRA, 924 (LT. 159 DA QD. K).;Lote:026 - (24120);-;300 m²;Casa;15097 - 026 - Casa - JD. MARIVAN - ARARAQUARA - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1781722/segmento/imoveis/pagina/3/;24120
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;PEDREIRAS;Categorias:Imóveis;URUCURITUBA / AM;84 m²;"Data:08/01/2018 -  10:00h";Urucurituba-AM. Bairro Pedreiras. Avenida São Sebastião, 11. Casa.  Áreas totais: terr. 300m² e constr. estimada no local 102m² (consta no RI  84 m²). Matr. 3.212 do RI local. Obs.: Numeração predial pendente deaverbação no RI. Regularização e encargos perante os órgãos  competentes de eventual divergência da área construída que vier a ser  apurada no local com a lançada no IPTU e averbada no RI, correrão por  conta do comprador. Ocupada. (AF). Lance mínimo: R$ 8.800,00.;AVENIDA SÃO SEBASTIÃO, 11;À vista, parcelado (consulte condições de venda).;R$ 8.800;R$  8.800;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: AVENIDA SÃO SEBASTIÃO, 11;Lote:015 - (20028);-;-;Casa;15122 - 015 - Casa - PEDREIRAS - URUCURITUBA - AM;http://www.sodresantoro.com.br/leilao/15122/lote/1776372/segmento/imoveis/pagina/2/;20028
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;JARDIM AMÉRICA;Categorias:Imóveis;GOIÂNIA / GO;628 m²;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Goiânia/GO. Bairro Jardim América.  Rua C, 154 (lt.16 da qd. 344). Prédio Comercial. Áreas totais: terr.  468,00m² e constr. estimada no local 628,66m² (consta no RI e no IPTU355,74m²). Matr. 57.403 do 1º RI local. Obs.: Regularização e encargos  perante aos órgãos competentes da eventual divergência da área  construída apurada no local com a lançada no IPTU e averbada no RI,  bem como da destinação da utilização do imóvel esidencial/Comercial,  correrão por conta do comprador. Ocupado (AF).   	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 1.830.000,00  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 1.098.000,00 (caso  não seja arrematado no 1º leilão).";RUA C, 154 (LT.16 DA QD. 344);À vista;R$ 1.830.000;R$  1.830.000;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA C, 154 (LT.16 DA QD. 344);Lote:024 - (24118);-;468 m²;Prédio comercial;15097 - 024 - Prédio comercial - JARDIM AMÉRICA - GOIÂNIA - GO;http://www.sodresantoro.com.br/leilao/15097/lote/1781639/segmento/imoveis/pagina/3/;24118
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;ALVORADA;Categorias:Imóveis;CONTAGEM / MG;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Contagem/MG. Bairro Alvorada. Rua Padre Eustáquio, 68. Residencial Veraneio. Casa nº 02 (lt. 03  da qd. 01) c/ direito a 01 (uma) vaga de garagem descoberta. Áreapriv. 58,33m². Matr. 90.521 do RI local. Obs.: Ocupado (AF)    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 248.830,79  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 217.414,74 (caso  não seja arrematado no 1º leilão).";RUA PADRE EUSTÁQUIO, 68. RESIDENCIAL VERANEIO. CASA Nº 02 (LT. 0;À vista;R$ 248.830,79;R$  248.831;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA PADRE EUSTÁQUIO, 68. RESIDENCIAL VERANEIO. CASA Nº 02 (LT. 0;Lote:022 - (24116);58 m²;-;Casa;15097 - 022 - Casa - ALVORADA - CONTAGEM - MG;http://www.sodresantoro.com.br/leilao/15097/lote/1781004/segmento/imoveis/pagina/3/;24116
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;REMÉDIOS;Categorias:Imóveis;CAJAZEIRAS / PB;-;"Data:11/01/2018 - 14:00h";1º Leilão na forma da Lei 9.514/97. Cajazeiras/PB. Bairro Remédios.  1) Rodovia BR 230. Terreno para edificação, correspondente a  Área 01 (comercial). Loteamento Caminho das Árvores. Terreno c/área total de 2.237,00m². Matr. 18.815 do RI local. Obs.: Ocupado  (AF)  - 2) Rodovia BR 230. Terreno para edificação, correspondente a  Área 02. Loteamento Caminho das Árvores. Terreno c/ área total  de 3.688,60m². Matr. 18.817 do RI local. Obs.: Ocupado (AF) - 3) Rodovia  BR 230. Terreno para edificação, correspondente a Área 03. Loteamento  Caminho das Árvores. Terreno c/ área total de 6.839,90m². Matr. 18.819  do RI local. Obs.: Ocupado (AF) - 4) Rodovia BR 230. Terreno para  edificação. Loteamento Caminho das Árvores. Terreno c/ área total de  1.833,49m². Matr. 18.820 do RI local. Obs.: Eventuais débitos de IPTU  existentes, deverão ser apurados e pagos pelo comprador. Ocupado  (AF)  1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 4.909.838,77  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 2.605.279,08 (caso  não seja arrematado no 1º leilão).;RODOVIA BR 230.  LOTEAMENTO CAMINHO D;À vista;R$ 4.909.838,77;R$  4.909.839;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RODOVIA BR 230.  LOTEAMENTO CAMINHO D;Lote:021 - (24115);-;6839 m²;Terreno;15097 - 021 - Terreno - REMÉDIOS - CAJAZEIRAS - PB;http://www.sodresantoro.com.br/leilao/15097/lote/1781003/segmento/imoveis/pagina/3/;24115
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;LOTEAMENTO RIO VERMELHO;Categorias:Imóveis;ELDORADO DO CARAJÁS / PA;54 m²;"Data:08/01/2018 -  10:00h";Eldorado do Carajás-PA. Bairro Loteamento Rio Vermelho. Rua  Capixaba (lt. 10 da qd. 46, unidade 100). Casa. Áreas totais: terr.  240,00m² e constr. 54,75m². Matr. 809 do RI local. Obs.: Ocupada. (AF).Lance mínimo: R$ 28.000,00.;RUA CAPIXABA (LT. 10 DA QD. 46, UNIDADE 100).;À vista, parcelado (consulte condições de venda).;R$ 28.000;R$  28.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA CAPIXABA (LT. 10 DA QD. 46, UNIDADE 100).;Lote:014 - (23828);-;240 m²;Casa;15122 - 014 - Casa - LOTEAMENTO RIO VERMELHO - ELDORADO DO CARAJÁS - PA;http://www.sodresantoro.com.br/leilao/15122/lote/1776371/segmento/imoveis/pagina/1/;23828
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;CENTRO;Categorias:Imóveis;CAMPO ALEGRE DO FIDALGO / PI;150 m²;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Campo Alegre do Fidalgo/PI. Centro.  Praça José Barbosa de Sousa. Imóvel Comercial. Áreas totais: terr.  406,80m² e constr. estimada no local 150,00m². Matr's. 19.627(324,00m²) e 19.621 (82,80m²) do 01º RI de São João do Piauí/PI. Obs.:  Construção pendente de averbação. Regularização e encargos perante  os órgãos competentes, correrão por conta do comprador. Ocupada  (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 650.046,13  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 175.211,35 (caso  não seja arrematado no 1º leilão).";PRAÇA JOSÉ BARBOSA DE SOUSA.;À vista;R$ 650.046,13;R$  650.046;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: PRAÇA JOSÉ BARBOSA DE SOUSA.;Lote:020 - (24114);-;406 m²;Imóvel comercial;15097 - 020 - Imóvel comercial - CENTRO - CAMPO ALEGRE DO FIDALGO - PI;http://www.sodresantoro.com.br/leilao/15097/lote/1780439/segmento/imoveis/pagina/3/;24114
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;JARDIM DAS CEREJEIRAS;Categorias:Imóveis;CAMPINAS / SP;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Campinas/SP. Bairro Jardim das  Cerejeiras. Rua Sargento Luis de Morais, 605. Cond. Residencial  Primeacqua. Torre D - Dunas. Ap. 601 (6º pav.). Tipo 3A-2, c/ 2 vagas degaragem simples descobertas nºs 41 D e 42 D (pav. térreo). Áreas  priv's. 76,70m² (ap.) e área total de 20,70m² (ref. as 02 vagas de  garagem). Matr's. 221.293, 221.337 e 221.338 do 3º RI local. Obs.:  Ocupado (AF)    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 515.725,53  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 401.330,76 (caso  não seja arrematado no 1º leilão).";RUA SARGENTO LUIS DE MORAIS, 605. COND. RESIDENCIAL PRIMEACQUA.;À vista;R$ 515.725,53;R$  515.726;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA SARGENTO LUIS DE MORAIS, 605. COND. RESIDENCIAL PRIMEACQUA.;Lote:019 - (24113);76 m²;-;Apartamento;15097 - 019 - Apartamento - JARDIM DAS CEREJEIRAS - CAMPINAS - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1780429/segmento/imoveis/pagina/3/;24113
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;LUCIANO CAVALCANTE;Categorias:Imóveis;FORTALEZA / CE;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97. Fortaleza/CE. Bairro Luciano  Cavalcante. Av. Pinto Bandeira, 635. Condomínio ILE DE FRANCE. Ap.  502 (5º pav.), c/ 2 vagas de garagem indeterminadas (localizadas nosubsolo). Área priv. 125,52m². Matr. 84.851 do 1º RI local.: Obs.: Consta  ação de consignação em pagamento, processo nº  0135778.04.2017.8.06.0001, em trâmite na 05ª Vara Cível da  Comarca de Fortaleza/CE. O Vendedor responde pelo resultado da  ação, de acordo com os critérios e limites estabelecidos nas  Condições de Venda dos Imóveis constantes do edital. Ocupado  (AF).    	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 864.604,88  2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 561.873,37 (caso  não seja arrematado no 1º leilão).";AV. PINTO BANDEIRA, 635. CONDOMÍNIO ILE DE FRANCE. AP. 502 (5º P;À vista;R$ 864.604,88;R$  864.605;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: AV. PINTO BANDEIRA, 635. CONDOMÍNIO ILE DE FRANCE. AP. 502 (5º P;Lote:018 - (24112);125 m²;-;Apartamento;15097 - 018 - Apartamento - LUCIANO CAVALCANTE - FORTALEZA - CE;http://www.sodresantoro.com.br/leilao/15097/lote/1780425/segmento/imoveis/pagina/3/;24112
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;JARDIM AMÉRICA;Categorias:Imóveis;SÃO JOSÉ DOS CAMPOS / SP;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - São José dos Campos/SP. Jardim  América. Rua Haiti, 331. Residencial Alameda dos Pássaros. Ed. Beij- Flor. Bl B. Ap. 22 (Tipo 1 no 2º andar), c/ 1 vaga de garagem nº 122(localizada no térreo). Áreas priv. 55,09m² (ap.) e 11,04m² (garagem).  Matr. 154.215 do 1º RI local.: Consta ação de Execução, processo nº  1020893.25.2014.8.26.0577, em trâmite na 01ª Vara Cível da  Comarca de São José dos Campos - SP. O Vendedor responde  pelo resultado da ação, de acordo com os critérios e limites  estabelecidos nas Condições de Venda dos Imóveis constantes  do edital.  Obs.: Ocupado (AF).     	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 249.620,45 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 181.294,62 (caso  não seja arrematado no 1º leilão).";RUA HAITI, 331. RESIDENCIAL ALAMEDA DOS PÁSSAROS. ED. BEIJ-FLOR.;À vista;R$ 249.620,45;R$  249.620;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA HAITI, 331. RESIDENCIAL ALAMEDA DOS PÁSSAROS. ED. BEIJ-FLOR.;Lote:016 - (24110);55 m²;-;Apartamento;15097 - 016 - Apartamento - JARDIM AMÉRICA - SÃO JOSÉ DOS CAMPOS - SP;http://www.sodresantoro.com.br/leilao/15097/lote/1779702/segmento/imoveis/pagina/3/;24110
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Alienação Fiduciária - 1ª Praça;-;JARDIM MARIANA;Categorias:Imóveis;CUIABÁ / MT;-;"Data:11/01/2018 - 14:00h";"1º Leilão na forma da Lei 9.514/97 - Cuiabá/MT. Jardim Mariana. Rua 05 esq. com Av. Mario Palma, 275. Edifício Ana Vitória. Ap. 1.203, c/  2 vagas de garagem de uso exclusivo. Áreas priv's.: (Ap.)110,415m² (consta no IPTU 163,13m²) e garagens c/ área total de  25,00m². Matr. 77.301 do 1º RI local.: Obs.: Ocupado (AF).     	 1º Leilão: 11/01/2018 às 14h. Lance mínimo: R$ 497.671,06 2º Leilão: 18/01/2018 às 14h. Lance mínimo: R$ 295.651,35 (caso  não seja arrematado no 1º leilão).";RUA 05 ESQ. COM AV. MARIO PALMA, 275. EDIFÍCIO ANA VITÓRIA. AP.;À vista;R$ 497.671,06;R$  497.671;Leilão:15097- BANCO BRADESCO S.A;Local do leilão:  Rod. Presidente Dutra, Km 224 - Guarulhos/SP;Local do lote: RUA 05 ESQ. COM AV. MARIO PALMA, 275. EDIFÍCIO ANA VITÓRIA. AP.;Lote:017 - (24111);110 m²;-;Apartamento;15097 - 017 - Apartamento - JARDIM MARIANA - CUIABÁ - MT;http://www.sodresantoro.com.br/leilao/15097/lote/1779704/segmento/imoveis/pagina/3/;24111
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;DONA TEODORA;Categorias:Imóveis;PORTO ALEGRE / RS;-;"Data:08/01/2018 -  10:00h";Porto Alegre-RS. Bairro Dona Teodora. Av. A. J. Renner, 2.050. Conjunto  Residencial Laçador. Bl. G. Ap. 402 (4º pav.), c/ vaga de garagem nº 57  (1º pav - entre os bls. C e D). Área priv. 54,15m² (ap.) 10,58m² (vaga).Matrs. 118.587 e 118.682 do 4º RI local. Obs.: O vendedor providenciará  sem prazo determinado a baixa da penhora constante no R. 09 da citada  matrícula. Consta Ação Anulatória, processo nº: 0003805- 13.2017.8.21.1001 em trâmite na 01ª Vara Cível do Foro Regional do 4º  Distrito da Comarca de Porto Alegre/RS. O Vendedor responde pelo  resultado da ação, de acordo com os critérios e limites estabelecidos  nas Condições de Venda dos Imóveis constantes do edital. Ocupado.  (AF). Lance mínimo: R$ 84.000,00.;"AV. A. J. RENNER, 2.050. CONJ. RESIDENCIAL LAÇADOR. BL. ""G"". AP.";À vista, parcelado (consulte condições de venda).;R$ 84.000;R$  84.000;Leilão:15122- BANCO BRADESCO S.A;-;"Local do lote: AV. A. J. RENNER, 2.050. CONJ. RESIDENCIAL LAÇADOR. BL. ""G"". AP.";Lote:013 - (24099);54 m²;-;Apartamento;15122 - 013 - Apartamento - DONA TEODORA - PORTO ALEGRE - RS;http://www.sodresantoro.com.br/leilao/15122/lote/1776370/segmento/imoveis/pagina/1/;24099
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;ESTÂNCIA;Categorias:Imóveis;RECIFE / PE;128 m²;"Data:08/01/2018 -  10:00h";Recife-PE. Bairro Estância. Rua José Gomes de Moura, 392. Casa.  Áreas totais: terr. 182,57m² e constr. estimada no local 128,50m². Matr.  37.845 do 4º RI local. Obs.: Construção pendente de averbação.Regularização e encargos perante os órgãos competentes, correrão por  conta do comprador. Consta Ação Judicial, processo nº: 0033392- 98.2017.8.17.2001, em trâmite na 27ª Vara Cível da Comarca de  Recife/PE. O Vendedor responde pelo resultado da ação, de acordo com  os critérios e limites estabelecidos nas Condições de Venda dos  Imóveis constantes do edital. Ocupada (AF). Lance mínimo: R$ 72.000,00.;RUA JOSÉ GOMES DE MOURA, 392;À vista, parcelado (consulte condições de venda).;R$ 72.000;R$  72.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA JOSÉ GOMES DE MOURA, 392;Lote:012 - (23310);-;182 m²;Casa;15122 - 012 - Casa - ESTÂNCIA - RECIFE - PE;http://www.sodresantoro.com.br/leilao/15122/lote/1776369/segmento/imoveis/pagina/1/;23310
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;PRAIA VERMELHA;Categorias:Imóveis;DIADEMA / SP;272 m²;"Data:08/01/2018 -  10:00h";Diadema-SP. Bairro Praia Vermelha. Praça Gilberto, 74 (lt. 07 da qd. 54).  Casa. Áreas totais: terr. 768,00m² e constr. 272,34m². Matr. 28.891 do RI  local. Obs.: O vendedor providenciará sem prazo determinado a baixa dapenhora constante na AV.5 da citada matrícula. Consta Ação Anulatória,  processo nº 1014458-51.2016.8.26.0161 em trâmite na 03ª Vara Cível  da Comarca de Diadema - SP. O Vendedor responde pelo resultado da  ação, de acordo com os critérios e limites estabelecidos nas  Condições de Venda dos Imóveis constantes do edital. Ocupada (AF) Lance mínimo: R$ 216.000,00.;PRAÇA GILBERTO, 74;À vista, parcelado (consulte condições de venda).;R$ 216.000;R$  216.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: PRAÇA GILBERTO, 74;Lote:011 - (21360);-;768 m²;Casa;15122 - 011 - Casa - PRAIA VERMELHA - DIADEMA - SP;http://www.sodresantoro.com.br/leilao/15122/lote/1776367/segmento/imoveis/pagina/1/;21360
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;FAZENDA ESTRELA DALVA;Categorias:Imóveis;BOA ESPERANÇA / MG;-;"Data:08/01/2018 -  10:00h";Boa Esperança - MG. Uma gleba de terras, de cerrado, c/ área de  19,37,52has, denominada Fazenda Estrela Dalva, situada, na Unidade  de Conservação Parque Estadual da Serra de Boa Esperança, no lugardenominado Alto da Serra. Matr. 28.751 do RI local. Código do Imóvel  Rural nº 950.130.883.492-3. CCIR nº 04183495090. Venda condicionada  ao não exercício do direito de preferência pelos coproprietários. Obs.:  Consta Ação judicial, processo nº: 0005632-58-2017.8.13.0071 em  trâmite na 02ª Vara Cível/Crime - JIJ da Comarca de Boa Esperança/MG.   O Vendedor responde pelo resultado da ação, de acordo com os  critérios e limites estabelecidos nas Condições de Venda dos Imóveis  constantes do edital. Ocupada. (AF). Lance mínimo: R$ 149.000,00.;UNIDADE DE CONSERVAÇÃO PARQUE ESTADUAL DA SERRA DE BOA ESPERANÇA;À vista, parcelado (consulte condições de venda).;R$ 149.000;R$  149.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: UNIDADE DE CONSERVAÇÃO PARQUE ESTADUAL DA SERRA DE BOA ESPERANÇA;Lote:008 - (23170);-;-;Gleba de terra;15122 - 008 - Gleba de terra - FAZENDA ESTRELA DALVA - BOA ESPERANÇA - MG;http://www.sodresantoro.com.br/leilao/15122/lote/1776362/segmento/imoveis/pagina/1/;23170
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;BAIRRO DO POÇO;Categorias:Imóveis;MACEIÓ / AL;538 m²;"Data:08/01/2018 -  10:00h";Maceió-AL. Bairro do Poço. Av. Brasil, 371 (lt's 04 e 05 da qd. C). Casa.  Áreas totais: terr.672,00m² (consta no IPTU 782,18m²) e constr.  estimada no local 538,74m² (consta no IPTU 453,75m² e averbada no RI280,00m²). Matr. 39.970 do 1º RI local. Obs.: Regularização e encargos  perante os órgãos competentes ref. divergência de áreas de terreno, de  áreas construídas lançadas no IPTU, área estimada no local e averbada  no RI, correrão por conta do comprador. Consta Ação Revisional,  processo nº: 0721278-89.2017.8.02.0001, em tramite na 05ª Vara Cível  da Comarca de Maceió/AL. O Vendedor responde pelo resultado da  ação, de acordo com os critérios e limites estabelecidos nas  Condições de Venda dos Imóveis constantes do edital. Ocupada (AF).   Lance mínimo: R$ 306.000,00.;AV. BRASIL, 371 (LT'S 04 E 05 DA QD. C);À vista, parcelado (consulte condições de venda).;R$ 306.000;R$  306.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: AV. BRASIL, 371 (LT'S 04 E 05 DA QD. C);Lote:010 - (23178);-;672 m²;Casa;15122 - 010 - Casa - BAIRRO DO POÇO - MACEIÓ - AL;http://www.sodresantoro.com.br/leilao/15122/lote/1776365/segmento/imoveis/pagina/1/;23178
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;SANTA EFIGENIA;Categorias:Imóveis;BELO HORIZONTE / MG;-;"Data:08/01/2018 -  10:00h";Belo Horizonte-MG. Bairro Santa Efigênia. Praça Hugo Werneck, 527. Ed.  Square. Ap. 2101 (21º pav.) c/ 1 vaga de garagem indeterminada. Área  priv.37,05m². Matr. 47.503 do 4º RI local. Ocupado.Lance mínimo: R$ 96.000,00.;PRAÇA HUGO WERNECK, 527. ED. SQUARE. AP. 2101 (21º PAV.);À vista, parcelado (consulte condições de venda).;R$ 101.000;R$  96.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: PRAÇA HUGO WERNECK, 527. ED. SQUARE. AP. 2101 (21º PAV.);Lote:009 - (24098);37 m²;-;Apartamento;15122 - 009 - Apartamento - SANTA EFIGENIA - BELO HORIZONTE - MG;http://www.sodresantoro.com.br/leilao/15122/lote/1776363/segmento/imoveis/pagina/1/;24098
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;BAIRRO PORTÃO;Categorias:Imóveis;CURITIBA / PR;8167 m²;"Data:08/01/2018 -  10:00h";Curitiba-PR. Bairro Portão. Rua João Bettega, 2493. Galpão. Áreas  totais: terr. 11.763m² e constr. 8.167,56m² (lançada no IPTU 8.010,60  m²). Matr. 4.093 do 6º RI Local. Obs.: Regularização e encargos peranteos órgãos competentes, de eventual divergência de área construída  averbada na matrícula no RI, lançada no IPTU e que vier a ser apurada  no local, das atualizações de numeração predial, bem como do  logradouro, correrão por conta do comprador. Desocupado com  vigilância. Visitas deverão ser agendadas previamente com o Leiloeiro. Lance mínimo: R$ 15.269.000,00.;RUA JOÃO BETTEGA, 2493;À vista, parcelado (consulte condições de venda).;R$ 15.269.000;R$  15.269.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA JOÃO BETTEGA, 2493;Lote:006 - (23773);-;11763 m²;Galpão;15122 - 006 - Galpão (Desocupado)  - BAIRRO PORTÃO - CURITIBA - PR;http://www.sodresantoro.com.br/leilao/15122/lote/1776360/segmento/imoveis/pagina/1/;23773
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;CENTRO;Categorias:Imóveis;ITABORAÍ / RJ;-;"Data:08/01/2018 -  10:00h";Itaboraí-RJ. Bairro Centro. Rua Dr. Pereira Dos Santos, 107. Cond.  Monet Corporate. Sala 803 (8º pav.). Área priv. 22,00m². Matr. 45.899 do  1º RI local. Obs.: Desocupado -  Chaves na Ag. 1948/Itaboraí Centro - tel.(21) 2635-2007. Lance mínimo: R$ 64.000,00.;RUA DR. PEREIRA DOS SANTOS, 107. COND. MONET CORPORATE. SALA 803;À vista, parcelado (consulte condições de venda).;R$ 64.000;R$  64.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA DR. PEREIRA DOS SANTOS, 107. COND. MONET CORPORATE. SALA 803;Lote:004 - (23831);22 m²;-;Sala comercial;15122 - 004 - Sala comercial (Desocupado)  - CENTRO - ITABORAÍ - RJ;http://www.sodresantoro.com.br/leilao/15122/lote/1776358/segmento/imoveis/pagina/1/;23831
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;CENTRO;Categorias:Imóveis;ITABORAI / RJ;-;"Data:08/01/2018 -  10:00h";Itaborai-RJ. Centro. Rua Dr. Pereira dos Santos, 107. Cond. Monet  Corporate. Sala Comercial 1.114 (11º pav.).  Área priv. 21,97m². Matr.  45.988 do RI local. Obs.: Desocupado - Chaves na Ag. 1948/ITABORAI-CTO - tel. (21) 2635-2007. Lance mínimo: R$ 59.000,00;RUA DR. PEREIRA DOS SANTOS, 107;À vista, parcelado (consulte condições de venda).;R$ 59.000;R$  59.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA DR. PEREIRA DOS SANTOS, 107;Lote:003 - (23403);21 m²;-;Sala comercial;15122 - 003 - Sala comercial (Desocupado)  - CENTRO - ITABORAI - RJ;http://www.sodresantoro.com.br/leilao/15122/lote/1776357/segmento/imoveis/pagina/1/;23403
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;-;CENTRO;Categorias:Imóveis;ITABORAI / RJ;-;"Data:08/01/2018 -  10:00h";Itaborai-RJ. Centro. Rua Dr. Pereira dos Santos, 107. Cond. Monet  Corporate. Sala Comercial 810 (8º pav.), c/ 1 vaga de garagem  indeterminada. Área priv. 24,20m². Matr. 45.906 do RI local. Obs.:Desocupado - Chaves na Ag. 1948/ITABORAI-CTO - tel. (21) 2635-2007. Lance mínimo: R$ 67.000,00.;RUA DR. PEREIRA DOS SANTOS, 107;À vista, parcelado (consulte condições de venda).;R$ 67.000;R$  67.000;Leilão:15122- BANCO BRADESCO S.A;-;Local do lote: RUA DR. PEREIRA DOS SANTOS, 107;Lote:002 - (23402);24 m²;-;Sala comercial;15122 - 002 - Sala comercial (Desocupado)  - CENTRO - ITABORAI - RJ;http://www.sodresantoro.com.br/leilao/15122/lote/1776354/segmento/imoveis/pagina/1/;23402
;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
